docno,title,img_link,description,ingredients,allergens,price
d470,Dark Truffes du Jour,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15893_590x590_2023-590x590.jpg,"Fresh cream truffles made from exquisite dark chocolate – made fresh for you daily.Confiserie Sprüngli’s Truffes du Jour are the freshest truffles in the world – lovingly handmade daily to traditional Sprüngli recipes. Their heart of lusciously smooth-melting chocolate and fresh Swiss cream makes for an intensely creamy taste sensation. Their spiky appearance and unique size lend the Truffes du Jour their exceptional character. Confiserie Sprüngli’s Truffes du Jour are a masterpiece – both on the inside and the outside. Made to a secret recipe, their filling of lusciously smooth-melting chocolate and fresh Swiss cream lends the Truffes du Jour their superbly creamy character. The Truffes du Jour get their unique appearance from the coating of finest Swiss chocolate. Each truffle is gently rolled over a grid with special utensils until the famous spines form on the surface. The confectioners at Confiserie Sprüngli lovingly hand-finish each one individually. To ensure absolute freshness, the Truffes du Jour made daily are delivered fresh every morning to our Swiss stores. At 29mm diameter, however, these Truffles du Jour are not only the freshest but probably also the biggest truffles in the world. Their distinctive size, combined with their velvety-smooth character, makes the Truffes du Jour a supremely indulgent treat in exquisite chocolate.","Ingredients: Sugar, cocoa mass, cream , cocoa butter , butter , emulsifier ( soy lecithin ), Bourbon vanilla. May conatins almonds and hazel nuts . ● Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 16.70 per 100g
d471,Truffe Grand Marnier,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15899-590x590.jpg,"Dark chocolate fresh cream ganache refined with Grand Marnier, combined with a fruity orange centre and coated in smooth dark chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa mass, cocoa butter , cream , orange juice, humectant (sorbitol), Grand Marnier 4.5%, milk powder, coconut fat, glucose, fruit juice, oranges, gelling agent (pectin), emulsifier ( soy lecithin ), butter fat, Bourbon vanilla, food acid (citric acid), orange oil. May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 14.70 per 100g
d472,Truffe Baileys,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15963-590x590.jpg,"Milk chocolate fresh cream ganache, refined with Baileys Original Irish Cream, coated in fine milk chocolate and dusted with cocoa powder.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa butter , milk powder, cream , cocoa mass, Baileys 4.5%, humectant (sorbitol), Irish whiskey, butter fat, cocoa powder, emulsifier ( soy lecithin ), Bourbon vanilla, vanilla extract with other natural ingredients. May contain hazel nuts and almonds . Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 14.70 per 100g
d473,Truffe Chili-Whisky,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15863-590x590.jpg,"Fresh cream ganache made from Grand Cru Trinitario chocolate, 64% cacao, refined with Glenfarclas Whisky and chilli and covered with smooth dark chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Cocoa mass, sugar, cocoa butter , cream , glucose, whisky 3%, butter , emulsifier ( soy lecithin ), cayenne pepper, chili threads, Bourbon vanilla. May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 14.70 per 100g
d474,Truffe Fine Champagne,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15898-590x590.jpg,"The finest fresh cream ganache, refined with a Cognac Fine Champagne and caramel centre, covered in milk chocolate and dusted with icing sugar.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa butter , cocoa mass, cream , milk powder, Cognac Fine Champagne 6%, humectant (sorbitol), butter , glucose, emulsifier ( soy lecithin ), Bourbon vanilla. May contains almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 14.70 per 100g
d475,Truffe Grand Cru Madagascar,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/17410-590x590.jpg,"A melt-in-your-mouth filling made from grand cru chocolate and fresh cream, coated in dark chocolate and dusted with cocoa powder.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Cocoa mass, sugar, cream , cocoa butter , butter , invert sugar, cocoa powder, emulsifier ( soy lecithin ), Bourbon vanilla. May contain almonds and hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 14.70 per 100g
d476,Truffe Caramel-Fleur De Sel,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15962-590x590.jpg,"A caramel centre refined with Fleur de Sel, surrounded by smooth milk chocolate fresh cream ganache and covered with the finest milk chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cream , caramel 17% (sugar, cream , glucose, butter ), cocoa butter , cocoa mass, milk powder, butter , glucose, emulsifier ( soy lecithin ), fleur de sel 0.2%, Bourbon vanilla. May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 14.70 per 100g
d477,Truffe Cappucchino,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15889-590x590.jpg,"Milk chocolate fresh cream ganache, refined with coffee, coated in fine milk chocolate and sprinkled with white chocolate flakes.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa butter , cream , milk powder, cocoa mass, glucose, coffee 1.5%, butter fat, emulsifier ( soy lecithin ), Bourbon vanilla, vanilla extract with other natural ingredients. May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Pralinés.",,CHF 14.70 per 100g
d478,Truffe Classique milk,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15901-590x590.jpg,"Melt-in-your-mouth milk chocolate fresh cream ganache, covered with the finest milk chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa butter , cream , milk powder, cocoa mass, glucose, butter fat, emulsifier ( soy lecithin ), Bourbon vanilla. May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 14.70 per 100g
d479,Truffe Classique dark,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15897-590x590.jpg,"Melt-in-your-mouth dark chocolate fresh cream ganache, covered with the finest dark chocolateIn the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa mass, cream , cocoa butter , glucose, milk powder, emulsifier ( soy lecithin ), Bourbon vanilla, butter fat. May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 14.70 per 100g
d480,Truffe Classique white,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/15903-590x590.jpg,"Creamy white chocolate fresh cream ganache, covered with smooth white chocolate.In the Confiserie Sprüngli online shop you will find matching gift ideas made from the finest chocolate, classy gift packages, personalisable cakes and birthday presents for your loved ones or business partners.","Ingredients: Sugar, cocoa butter , cream , milk powder, glucose, humectant (sorbitol), vanilla extract with other natural ingredients, emulsifier ( soy lecithin ). May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 14.70 per 100g
d481,Truffle Bourbon Vanilla,https://www.spruengli.ch/components/com_mijoshop/opencart/image/cache/catalog/Artikel2023/17848_590x590_2023-590x590.jpg,"Finest white fresh-cream ganache, coated in our best white chocolate and real bourbon-vanilla from the world’s best provenances.Confiserie Sprüngli’s Truffes du Jour are the freshest truffles in the world – lovingly handmade daily to traditional Sprüngli recipes. Their heart of lusciously smooth-melting chocolate and fresh Swiss cream makes for an intensely creamy taste sensation. Their spiky appearance and unique size lend the Truffes du Jour their exceptional character. Confiserie Sprüngli’s Truffes du Jour are a masterpiece – both on the inside and the outside. Made to a secret recipe, their filling of lusciously smooth-melting chocolate and fresh Swiss cream lends the Truffes du Jour their superbly creamy character. The Truffes du Jour get their unique appearance from the coating of finest Swiss chocolate. Each truffle is gently rolled over a grid with special utensils until the famous spines form on the surface. The confectioners at Confiserie Sprüngli lovingly hand-finish each one individually. To ensure absolute freshness, the Truffes du Jour made daily are delivered fresh every morning to our Swiss stores. At 29mm diameter, however, these Truffles du Jour are not only the freshest but probably also the biggest truffles in the world. Their distinctive size, combined with their velvety-smooth character, makes the Truffes du Jour a supremely indulgent treat in exquisite chocolate.","Ingredients: Sugar, cocoa butter , milk powder, cream , Bourbon vanilla seeds 9%, butter , invert sugar, coffee cream , Bourbon vanilla extract 0.2%, vanilla extract with other natural ingredients, Tahiti vanilla extract, emulsifier ( soy lecithin ). May contain almonds , hazel nuts . Storage Kühl und trocken aufbewahren. Material designation Frische Truffes.",,CHF 14.70 per 100g
